Time,Amount,Class
40034,1,0
40034,11.4,0
40034,163.3,0
40035,76.64,0
40035,87.54,0
40035,0.76,0
40035,118,0
40036,29.98,0
40036,69,0
40036,2700,0
40036,48.56,0
40037,43.38,0
40037,24.9,0
40037,11.82,0
40037,10,0
40037,116.1,0
40037,54,0
40038,25,0
40038,200,0
40039,171.03,0
40039,25.03,0
40040,20,0
40040,24,0
40041,1656.24,0
40041,2,0
40041,70,0
40042,289.88,0
40042,67.99,0
40042,2,0
40043,12.31,0
40044,46.31,0
40044,23.12,0
40044,29.33,0
40044,21.95,0
40044,49.9,0
40044,206.4,0
40044,5.53,0
40045,1.98,0
40047,10.65,0
40047,95,0
40048,49.96,0
40048,227.42,0
40049,35.07,0
40049,70,0
40049,215.09,0
40049,280.18,0
40049,15.33,0
40050,236.19,0
40052,0.76,0
40052,2928.58,0
40052,1,0
40052,134,0
40052,31.46,0
40053,81.46,0
40053,34.99,0
40053,830.55,0
40054,1,0
40054,9.99,0
40055,112,0
40056,119.44,0
40056,20.93,0
40056,1,0
40056,32,0
40057,57.6,0
40058,251.5,0
40058,27.05,0
40058,42.43,0
40059,341.8,0
40060,25.57,0
40061,593.48,0
40061,29.9,0
40062,1137.53,0
40062,80.6,0
40063,4,0
40063,384.32,0
40063,3.59,0
40064,628.3,0
40064,52.65,0
40065,1,0
40065,12.04,0
40065,29.99,0
40066,5.49,0
40066,126.15,0
40067,100.55,0
40068,0.89,0
40068,2,0
40068,6.49,0
40068,396.78,0
40068,13.99,0
40069,79.99,0
40069,19.36,0
40069,39,0
40069,1.98,0
40070,0.89,0
40070,207.75,0
40070,7.75,0
40070,57,0
40071,9.46,0
40071,22.5,0
40072,930.05,0
40072,248.81,0
40073,51.59,0
40073,30.44,0
40073,36.08,0
40074,13.4,0
40074,19.95,0
40074,8.88,0
40074,15.99,0
40075,54.9,0
40076,492.36,0
40076,59.15,0
40078,86.4,0
40078,306.95,0
40078,51,0
40079,30,0
40079,1,0
40079,7.81,0
40080,485.85,0
40080,5.27,0
40080,18.75,0
40080,75,0
40081,67.28,0
40081,39,0
40082,9.19,0
40083,33.99,0
40083,50.94,0
40083,15.99,0
40083,415.36,0
40084,1,0
40084,573.08,0
40084,99,0
40085,181,0
40085,65,0
40085,29.85,0
40085,292.55,0
40086,1,1
40086,124.75,0
40086,680.22,0
40086,157.07,0
40087,15,0
40087,455,0
40087,2030.54,0
40088,3.88,0
40089,94.17,0
40089,76.06,0
40090,9.54,0
40091,1.98,0
40092,50.25,0
40092,15.37,0
40094,9.99,0
40094,25.11,0
40094,7.99,0
40094,279.62,0
40094,1,0
40095,85.8,0
40096,1.54,0
40096,5.2,0
40096,319.99,0
40097,1,0
40097,164.64,0
40098,2,0
40098,0.99,0
40099,29.97,0
40099,285.25,0
40100,10.4,0
40100,483.5,0
40101,80,0
40101,1,0
40101,19.84,0
40102,305.35,0
40104,339.58,0
40105,935.52,0
40105,4.54,0
40106,40,0
40106,118.09,0
40106,2.68,0
40106,29.99,0
40106,3.97,0
40107,39,0
40107,20,0
40108,56.25,0
40108,44.17,0
40108,120.4,0
40109,11.26,0
40110,13.95,0
40111,2.58,0
40112,115,0
40112,668,0
40112,13.58,0
40112,4.49,0
40113,2.99,0
40113,0.99,0
40114,35.57,0
40114,1,0
40115,30,0
40116,19.02,0
40116,89.99,0
40116,36.01,0
40116,1.79,0
40118,34.5,0
40118,120.43,0
40118,19.94,0
40118,10.62,0
40119,64,0
40119,33,0
40120,104.5,0
40120,1.98,0
40120,0,0
40121,11.5,0
40121,69.83,0
40121,110,0
40121,24.95,0
40121,10.65,0
40122,1,0
40122,0.36,0
40122,199.9,0
40123,511.22,0
40124,474.96,0
40124,9.49,0
40124,11.4,0
40124,18.19,0
40125,44,0
40125,150,0
40125,0.1,0
40125,29.56,0
40126,40.13,0
40126,36.98,0
40127,6.26,0
40127,19.99,0
40127,43,0
40128,269,0
40128,38.27,0
40128,20,0
40128,21.99,0
40128,1.98,0
40128,12,0
40129,37,0
40129,142.01,0
40130,9.99,0
40130,2.46,0
40130,51.2,0
40130,145,0
40131,90,0
40131,88.61,0
40132,455.08,0
40132,6.49,0
40132,120,0
40133,175.19,0
40133,144,0
40133,23.09,0
40133,47.9,0
40134,10,0
40134,79,0
40135,0.22,0
40135,189,0
40137,81,0
40137,11.99,0
40138,2849.94,0
40138,0.89,0
40139,1287.87,0
40139,77.2,0
40139,37.4,0
40139,22.09,0
40141,466.94,0
40141,87.45,0
40141,0.76,0
40142,88,0
40142,1,0
40142,379,0
40142,38.62,0
40142,2.69,0
40143,28.62,0
40143,16.8,0
40143,14.99,0
40144,0.77,0
40144,52,0
40144,19.9,0
40144,117.82,0
40145,5.95,0
40146,12.99,0
40146,26.1,0
40146,15,0
40147,1,0
40147,34.95,0
40148,90,0
40148,349,0
40149,5.88,0
40149,468.07,0
40149,267.15,0
40149,95,0
40149,1536.2,0
40150,436.44,0
40150,16.64,0
40150,50,0
40151,0.22,0
40151,1.51,0
40152,247,0
40153,51.02,0
40154,297.53,0
40154,90.99,0
40154,0.76,0
40154,201,0
40155,212,0
40156,105.46,0
40156,1039.92,0
40156,65.62,0
40157,42.45,0
40157,5,0
40158,50,0
40158,39.99,0
40158,270,0
40159,144,0
40160,57,0
40161,84.85,0
40161,1,0
40162,147.39,0
40162,1,0
40162,77.57,0
40162,11.49,0
40163,85.25,0
40163,2.68,0
40163,20,0
40164,50,0
40164,44.99,0
40165,35,0
40166,9.99,0
40167,34.26,0
40167,174.36,0
40168,19.99,0
40170,9.98,0
40170,285,0
40170,35.9,0
40172,72,0
40172,375,0
40172,75.02,0
40173,41.06,0
40173,58,0
40173,27.24,0
40173,17.99,0
40174,10.18,0
40174,30.99,0
40175,132,0
40175,7.71,0
40175,1.98,0
40176,1.29,0
40176,8.36,0
40177,1.79,0
40179,80.1,0
40180,28,0
40180,0.22,0
40180,5.16,0
40181,109.12,0
40182,139.38,0
40182,435.6,0
40183,27.11,0
40184,12.9,0
40184,12.99,0
40184,20.06,0
40184,189.4,0
40185,176.66,0
40185,55.89,0
40185,72.93,0
40187,0.76,0
40187,1,0
40188,15.98,0
40189,14.4,0
40189,39.02,0
40189,50,0
40190,240,0
40190,29.99,0
40190,155.86,0
40191,1.35,0
40192,117.56,0
40193,261,0
40193,1,0
40193,1,0
40194,171.96,0
40194,128.33,0
40195,111.15,0
40195,14.49,0
40195,7.99,0
40196,15,0
40196,401.12,0
40196,17.74,0
40197,537.54,0
40197,73.2,0
40197,11.5,0
40197,13.05,0
40197,101.99,0
40197,72.99,0
40197,6.6,0
40202,500.91,0
40202,255.79,0
40202,99.99,0
40202,11.5,0
40202,74,0
40203,79.49,0
40204,42.9,0
40204,10,0
40204,6.27,0
40204,50.91,0
40205,639.15,0
40205,9.99,0
40205,149.95,0
40206,11,0
40206,192.5,0
40206,23,0
40207,5.37,0
40207,49,0
40207,72.2,0
40207,44.92,0
40207,29.9,0
40207,35.89,0
40207,1,0
40209,56.99,0
40210,10,0
40210,52.98,0
40210,54.95,0
40211,6.27,0
40211,192.55,0
40211,99,0
40212,87.44,0
40212,53.89,0
40213,172,0
40213,133.5,0
40213,30,0
40213,1.85,0
40214,84.99,0
40214,6.26,0
40214,145,0
40214,198,0
40215,300,0
40215,4,0
40216,15,0
40216,1,0
40216,1,0
40216,0.76,0
40217,13.59,0
40217,7.56,0
40217,27.39,0
40217,64.99,0
40218,1,0
40218,325.5,0
40218,102.7,0
40219,63,0
40219,28.52,0
40220,5.47,0
40220,50,0
40220,1394.6,0
40221,964.1,0
40221,1157.32,0
40221,76.5,0
40221,775.65,0
40222,4,0
40223,8.36,0
40223,1,0
40224,203.56,0
40225,1,0
40225,50.91,0
40226,19.99,0
40226,151.7,0
40226,56.05,0
40226,125.9,0
40226,396.45,0
40226,22.25,0
40227,64.99,0
40227,4.18,0
40227,7.75,0
40228,60,0
40228,22.8,0
40228,83.57,0
40229,7.83,0
40229,7.2,0
40230,0.77,0
40230,71.96,0
40230,490.8,0
40230,4.53,0
40232,85.95,0
40232,7.95,0
40234,50,0
40234,17.19,0
40235,10.02,0
40236,19.99,0
40236,425.01,0
40236,49,0
40237,45.51,0
40237,72,0
40238,6.25,0
40238,1.29,0
40239,1,0
40241,2,0
40241,476.71,0
40242,7.99,0
40242,19.09,0
40242,39.93,0
40243,299.03,0
40244,51.9,0
40246,0.76,0
40247,215.09,0
40249,75.61,0
40249,59,0
40250,83,0
40250,5.99,0
40250,250,0
40251,46.05,0
40251,1,0
40251,0.76,0
40251,4.99,0
40252,34.95,0
40252,59.12,0
40253,110,0
40253,8.36,0
40254,504.96,0
40254,204,0
40255,20,0
40255,104.05,0
40255,166.6,0
40255,0.99,0
40256,118.3,0
40256,4.49,0
40256,25.79,0
40257,1.98,0
40258,74.99,0
40258,85.98,0
40258,115.64,0
40259,1186.48,0
40259,222.17,0
40260,8.66,0
40260,2798.48,0
40260,46,0
40260,757.5,0
40261,481.5,0
40261,187.45,0
40262,8.01,0
40262,180,0
40262,11.9,0
40262,76.06,0
40263,0.02,0
40263,42.81,0
40264,1,0
40264,0.76,0
40264,187,0
40264,36,0
40264,1,0
40265,250,0
40265,281.64,0
40265,261.86,0
40266,124.37,0
40266,44.27,0
40266,153.45,0
40267,1.79,0
40267,64.98,0
40268,40,0
40268,7.5,0
40268,125.04,0
40269,222,0
40269,40.25,0
40269,1,0
40270,40.11,0
40270,51.6,0
40270,8.93,0
40271,16.8,0
40272,9,0
40272,4.49,0
40272,10.81,0
40272,1,0
40272,5,0
40273,20,0
40274,201.14,0
40275,1.46,0
40275,4.13,0
40275,1200,0
40275,25,0
40276,463.33,0
40276,40,0
40276,1,1
40276,208.6,0
40277,1,0
40278,2,0
40278,12.99,0
40278,2.24,0
40279,81.16,0
40279,30.47,0
40279,22.65,0
40280,9.99,0
40280,49.98,0
40280,83,0
40282,6.96,0
40282,21.5,0
40283,1.21,0
40283,218.24,0
40284,1086.5,0
40285,185.04,0
40286,177.46,0
40287,50,0
40287,59.99,0
40288,139,0
40289,90.24,0
40289,232,0
40289,120,0
40290,22.55,0
40290,158,0
40290,15,0
40291,45.9,0
40291,9.99,0
40292,1169.4,0
40292,116.95,0
40292,1054.86,0
40292,18.57,0
40293,28.14,0
40294,58,0
40294,1.5,0
40295,304.36,0
40295,56,0
40295,132,0
40295,5,0
40295,593.49,0
40295,432,0
40296,17.15,0
40299,114,0
40299,15,0
40299,179,0
40300,63.25,0
40302,11.84,0
40302,143.14,0
40302,129,0
40303,144,0
40303,2.49,0
40303,5.9,0
40304,1.79,0
40305,7.27,0
40305,239,0
40305,99,0
40305,9.8,0
40306,5.99,0
40307,242.98,0
40308,559.12,0
40308,1.98,0
40308,11.5,0
40308,29,0
40309,1157.32,0
40309,480,0
40309,44.99,0
40309,50.98,0
40309,12.5,0
40309,1,0
40311,0.79,0
40311,29.98,0
40312,44.49,0
40312,194,0
40312,229.98,0
40312,523.66,0
40312,1,0
40313,161,0
40313,30,0
40313,415.1,0
40314,11.98,0
40314,12.6,0
40315,45.9,0
40315,53.39,0
40315,45,0
40316,0,0
40317,1,0
40317,3.08,0
40318,8.08,0
40318,31.07,0
40318,15.17,0
40318,48.96,0
40319,90,0
40320,28,0
40321,2.28,0
40322,55,0
40322,14.4,0
40323,80.63,0
40323,77.14,0
40324,5.9,0
40324,1157.32,0
40325,220,0
40325,18.91,0
40325,2,0
40326,14.03,0
40326,43,0
40326,36.06,0
40326,32.01,0
40326,8.97,0
40327,10.99,0
40328,94.45,0
40328,1.98,0
40328,93.34,0
40328,58.33,0
40328,215,0
40329,29,0
40330,99,0
40331,73.58,0
40332,28.25,0
40332,31.4,0
40333,1.98,0
40334,0.99,0
40334,85,0
40336,2,0
40336,36.95,0
40336,160.53,0
40337,254.55,0
40338,39.14,0
40338,4.99,0
40338,510,0
40339,14,0
40339,4.59,0
40340,19,0
40340,157.96,0
40340,26,0
40340,104.45,0
40340,30,0
40341,1327.17,0
40341,19,0
40341,63.37,0
40341,13.2,0
40343,25.95,0
40344,10.94,0
40344,32.85,0
40345,158,0
40345,3.11,0
40346,8.91,0
40346,36.94,0
40347,1,0
40347,34.95,0
40347,132.98,0
40348,170.93,0
40349,7.99,0
40349,1.5,0
40350,234.08,0
40350,7.17,0
40351,45.46,0
40351,30.86,0
40352,2.88,0
40353,764.18,0
40353,714.42,0
40353,700,0
40354,50,0
40354,2.58,0
40354,355.73,0
40356,35.8,0
40356,550,0
40357,10.74,0
40358,2843,0
40358,4457.43,0
40358,1000,0
40359,3.83,0
40359,95.32,0
40361,51,0
40361,213.15,0
40361,9.35,0
40362,4.99,0
40362,84.7,0
40363,0.77,0
40363,0.02,0
40363,2.49,0
40363,0.76,0
40363,30,0
40364,855.17,0
40365,15,0
40365,200,0
40365,125.9,0
40365,118.3,0
40366,280.15,0
40366,8.22,0
40366,24.95,0
40366,964.8,0
40368,75.47,0
40369,534.95,0
40369,37.91,0
40369,49.9,0
40370,4.95,0
40371,108,0
40371,0,0
40371,1,0
40372,169,0
40372,282,0
40373,28.99,0
40373,22.74,0
40373,304.15,0
40373,39.02,0
40374,3.46,0
40374,0.01,0
40374,103.18,0
40375,9.02,0
40375,350,0
40376,84,0
40376,79,0
40376,275,0
40376,1.98,0
40377,162.02,0
40377,182,0
40377,190.99,0
40377,28.33,0
40378,359.78,0
40380,0.89,0
40381,2.88,0
40381,44.95,0
40381,189,0
40382,74.99,0
40383,24.99,0
40383,29,0
40383,0.77,0
40384,1,0
40384,64.95,0
40384,9.99,0
40385,84.49,0
40385,17.02,0
40386,5,0
40386,19,0
40386,114.8,0
40387,1.98,0
40390,333.23,0
40391,0.89,0
40391,6.45,0
40392,22.5,0
40392,56.8,0
40392,653.56,0
40393,80.65,0
40393,73.1,0
40393,75,0
40393,158,0
40393,1,0
40394,97.08,0
40394,11.4,0
40395,185.95,0
40395,54.89,0
40395,26.82,0
40395,26.82,0
40395,14.48,0
40395,14.48,0
40396,9.99,0
40397,29.85,0
40398,69.99,0
40398,1.89,0
40398,70,0
40398,6.95,0
40398,109.99,0
40399,4.99,0
40399,436,0
40399,41.5,0
40399,48.15,0
40400,24.9,0
40400,11.67,0
40400,215.09,0
40400,3.91,0
40401,42,0
40402,428.84,0
40403,60,0
40404,59.27,0
40405,27.95,0
40405,18.96,0
40407,208,0
40407,525.77,0
40409,4.96,0
40410,89.98,0
40410,25,0
40410,160.77,0
40412,85.98,0
40412,12.31,0
40413,187.64,0
40413,3.11,0
40413,338,0
40413,0.89,0
40413,18.5,0
40414,59.93,0
40414,10,0
40414,19,0
40415,1.98,0
40416,309,0
40416,100,0
40417,42,0
40417,5,0
40417,1.29,0
40417,175.98,0
40418,7.81,0
40418,3.79,0
40419,32.99,0
40419,10,0
40420,164,0
40420,29.57,0
40421,21.16,0
40422,67.56,0
40422,20.5,0
40422,75.7,0
40423,4.49,0
40424,21,0
40424,39.99,0
40424,144,0
40424,1.98,0
40424,109.12,0
40425,11.75,0
40425,7.99,0
40425,9.92,0
40426,39.22,0
40426,20.01,0
40426,44.95,0
40427,109.9,0
40427,4.64,0
40427,219.82,0
40428,95,0
40428,0.64,0
40429,11.5,0
40430,39.95,0
40430,8,0
40431,39.99,0
40431,19.99,0
40431,174.75,0
40432,29.56,0
40432,238,0
40432,1,0
40432,260.73,0
40432,3,0
40434,100,0
40434,26.98,0
40434,12.95,0
40434,347.9,0
40435,0.77,0
40436,36.88,0
40436,44.5,0
40437,1108.39,0
40437,511.11,0
40438,99,0
40438,25.02,0
40439,49.9,0
40439,21.33,0
40440,4.99,0
40440,1.12,0
40441,95,0
40442,630.66,0
40442,19,0
40442,308.09,0
40443,39.8,0
40444,144.9,0
40444,25,0
40445,828.5,0
40445,1,0
40446,139,0
40446,382.84,0
40447,270.24,0
40447,55.5,0
40448,91.52,0
40448,139.98,0
40448,14.95,0
40449,99,0
40449,463.53,0
40449,4,0
40450,158,0
40450,34.87,0
40450,1.98,0
40450,13.99,0
40450,175,0
40451,53,0
40451,987,0
40451,1,0
40452,52.47,0
40452,511.11,0
40452,4,0
40453,1,0
40454,1,0
40454,4.49,0
40455,1.78,0
40455,40,0
40456,72.75,0
40456,0.76,0
40456,17.95,0
40457,62.48,0
40457,29.99,0
40459,7.58,0
40461,7.35,0
40461,1,0
40461,97.97,0
40462,100,0
40462,6.06,0
40462,250,0
40462,70,0
40462,4.38,0
40464,196,0
40465,103.27,0
40465,9.99,0
40466,7.81,0
40467,379.18,0
40467,199,0
40468,8.59,0
40468,19.99,0
40468,512.9,0
40469,75,0
40469,66.82,0
40470,0.76,0
40471,3.84,0
40471,255.7,0
40471,49,0
40471,1,0
40472,84.8,0
40472,1,0
40472,104.45,0
40474,1310.64,0
40475,467.24,0
40475,6.85,0
40475,0.77,0
40475,38.85,0
40476,1.79,0
40476,14.26,0
40477,160,0
40477,39.04,0
40477,1443.06,0
40478,0.99,0
40478,47.49,0
40478,56.29,0
40478,79.95,0
40478,200,0
40479,34.99,0
40479,1.5,0
40480,5.8,0
40480,9.95,0
40481,22.4,0
40481,0.89,0
40482,99.9,0
40482,2,0
40482,280,0
40483,18.9,0
40483,59.15,0
40483,10,0
40483,5,0
40484,47.09,0
40484,300,0
40484,5.99,0
40484,1,0
40485,7.52,0
40486,24.99,0
40486,3.87,0
40486,42.57,0
40486,2.99,0
40486,4,0
40487,95.86,0
40487,25,0
40487,304.76,0
40488,1.98,0
40489,70.03,0
40489,18.92,0
40491,99.99,0
40491,273.34,0
40491,1.98,0
40492,12,0
40492,377.6,0
40493,522.71,0
40493,13.48,0
40493,45,0
40494,80,0
40495,0.23,0
40496,35,0
40496,128.96,0
40496,10.62,0
40496,119,0
40496,35.89,0
40498,2,0
40498,12,0
40499,11.99,0
40499,748.3,0
40500,36,0
40500,1.79,0
40500,116.37,0
40500,136.8,0
40501,34.79,0
40501,9.36,0
40501,12.83,0
40502,25.12,0
40502,4.13,0
40502,8.99,0
40503,314,0
40503,27.49,0
40503,377,0
40504,148,0
40504,18.4,0
40504,47.94,0
40505,109.76,0
40505,189.4,0
40505,440.97,0
40505,147.27,0
40506,28.7,0
40506,52.98,0
40506,91.48,0
40506,2467.72,0
40506,18.58,0
40506,9.5,0
40507,22.74,0
40507,79.15,0
40508,1.51,0
40508,0.99,0
40508,1017.5,0
40508,177.28,0
40509,12.16,0
40509,1,0
40509,118,0
40510,787.06,0
40510,2,0
40510,4.37,0
40510,150,0
40510,49,0
40510,13.99,0
40510,483.98,0
40511,9,0
40512,99.9,0
40512,50,0
40513,166,0
40513,671.83,0
40514,23.78,0
40514,31,0
40515,58.63,0
40515,109.76,0
40516,109,0
40516,23.85,0
40516,40,0
40517,52,0
40517,19.43,0
40517,296.9,0
40518,0.99,0
40518,52.4,0
40518,15.79,0
40519,185,0
40520,0.99,0
40520,18.27,0
40521,55.15,0
40521,7.5,0
40521,4.49,0
40522,94.07,0
40522,61.96,0
40522,1,0
40522,19.5,0
40524,0.99,0
40524,82,0
40525,379.49,0
40526,97.33,0
40526,69.99,0
40528,23.14,0
40528,10,0
40528,3.68,0
40530,29.97,0
40531,10.65,0
40531,9,0
40533,133.83,0
40533,30.44,0
40533,39.99,0
40534,166.2,0
40535,120.4,0
40535,41.77,0
40535,1,0
40535,2447.6,0
40535,178.55,0
40535,34.99,0
40536,0.89,0
40536,22.77,0
40536,2.69,0
40537,76,0
40538,240.79,0
40538,54.35,0
40538,33.38,0
40539,21.84,0
40539,147.9,0
40539,5,0
40539,0.99,0
40540,175.97,0
40540,28.8,0
40541,215.09,0
40542,69.99,0
40543,76.06,0
40543,1554.9,0
40543,98.98,0
40544,7.98,0
40544,38.03,0
40544,10.65,0
40544,80,0
40544,54,0
40544,8.73,0
40547,123.32,0
40547,46.9,0
40548,264.74,0
40549,0,0
40549,8.91,0
40550,9.99,0
40551,5.9,0
40551,121.54,0
40551,218,0
40553,0.76,0
40553,222.86,0
40553,828.38,0
40553,35.28,0
40554,42.4,0
40554,36.95,0
40554,93.8,0
40555,140.45,0
40555,18.27,0
40556,4.49,0
40556,150,0
40557,3.6,0
40557,89.95,0
40557,40,0
40557,209.2,0
40558,23.85,0
40558,10,0
40558,64,0
40559,29,0
40559,96.3,0
40559,72.52,0
40560,24.49,0
40560,68.32,0
40562,12.31,0
40562,150,0
40562,44,0
40563,4.29,0
40563,78.92,0
40564,6,0
40565,1,0
40565,169.4,0
40565,2.69,0
40566,151.22,0
40566,120,0
40566,1.79,0
40567,500,0
40567,10,0
40567,1,0
40567,17.99,0
40568,59.35,0
40569,34.3,0
40569,26.59,0
40570,61.71,0
40570,456,0
40570,3.59,0
40570,69.51,0
40571,4.49,0
40571,161,0
40571,100,0
40572,213.66,0
40572,219.93,0
40572,65,0
40572,71.99,0
40573,1,0
40573,201.38,0
40575,50.65,0
40576,119.89,0
40576,23.28,0
40577,263.88,0
40577,11.5,0
40579,291.39,0
40579,382,0
40581,22,0
40582,150,0
40582,559.99,0
40583,5.01,0
40583,163.3,0
40584,1.03,0
40584,960,0
40584,60.85,0
40585,24.99,0
40585,124,0
40586,1500,0
40586,113.19,0
40586,61.9,0
40586,14.4,0
40586,0.89,0
40587,11,0
40588,11.5,0
40588,370,0
40589,6,0
40589,75.46,0
40590,36.9,0
40590,65.15,0
40591,209.65,0
40592,37.39,0
40592,60,0
40592,36.2,0
40593,28.15,0
40594,104.94,0
40594,12.5,0
40595,411,0
40595,156,0
40595,25,0
40596,9.28,0
40596,23.88,0
40596,1,0
40597,0.5,0
40598,59.14,0
40599,129,0
40599,42.99,0
40599,139,0
40600,1.98,0
40601,136.45,0
40601,10,0
40602,28,0
40602,42.17,0
40602,127.9,0
40602,169.15,0
40603,7,0
40603,25,0
40604,31.32,0
40605,2441.88,0
40605,2.58,0
40606,341,0
40607,552.89,0
40607,1.98,0
40607,75.08,0
40607,4.32,0
40608,29.98,0
40608,84.1,0
40609,0,0
40610,158,0
40610,30,0
40612,0.89,0
40612,58.75,0
40613,79.95,0
40613,39.53,0
40613,0.99,0
40614,180,0
40614,6.84,0
40614,11.9,0
40616,1.99,0
40617,1,0
40617,110,0
40617,179,0
40617,93.65,0
40618,89,0
40619,1,0
40619,1,0
40619,181.88,0
40619,303.87,0
40619,50,0
40619,18.27,0
40620,1,0
40620,98.94,0
40620,16,0
40620,189.77,0
40621,22.14,0
40621,9.13,0
40621,87.9,0
40621,37.49,0
40623,20,0
40623,9,0
40623,198,0
40624,40,0
40625,1.5,0
40625,5.4,0
40625,25.85,0
40625,80,0
40625,1810.96,0
40626,64.87,0
40626,74.82,0
40627,1.79,0
40627,44.09,0
40627,63.77,0
40627,59.94,0
40628,137.66,0
40628,519.14,0
40628,75.9,0
40628,136,0
40629,1,0
40629,0.76,0
40629,52.49,0
40629,9.99,0
40630,49.87,0
40630,140.68,0
40630,1,0
40631,1,0
40632,22.7,0
40632,24.56,0
40633,42.57,0
40634,76.06,0
40634,39.95,0
40634,15.67,0
40634,5,0
40635,102.84,0
40636,0.99,0
40636,2.78,0
40636,45,0
40636,5,0
40636,254.73,0
40637,5.52,0
40637,10,0
40637,82,0
40637,74,0
40637,100,0
40637,0.92,0
40638,11.5,0
40638,1.5,0
40639,89.82,0
40639,564.83,0
40639,15.92,0
40640,7.17,0
40641,155.1,0
40641,60,0
40641,1086.36,0
40641,169,0
40642,6.08,0
40642,6.99,0
40642,268.6,0
40643,1.98,0
40643,4.59,0
40644,3.99,0
40645,37.59,0
40646,20,0
40646,0.76,0
40646,5.1,0
40646,70,0
40647,25.2,0
40647,2.69,0
40648,159.98,0
40648,189,0
40648,1500,0
40649,1168.84,0
40649,549,0
40650,94.5,0
40650,8.99,0
40650,497.32,0
40650,86.13,0
40651,23.19,0
40651,81.5,0
40651,17.64,0
40652,81.09,0
40652,0.89,0
40652,8.95,0
40652,7.99,0
40652,388,0
40653,1.98,0
40654,1,0
40654,97.14,0
40654,24.5,0
40654,56,0
40654,10.85,0
40654,10.65,0
40657,58,0
40657,15.13,0
40657,27.98,0
40658,608.99,0
40658,110.5,0
40659,4.49,0
40659,3.9,0
40660,89.9,0
40660,10,0
40660,79.53,0
40660,42.53,0
40661,653.25,0
40661,56,0
40661,82.25,0
40661,6.89,0
40661,7.74,0
40662,1,1
40662,76,0
40664,60,0
40664,0.38,0
40664,128.75,0
40664,215.09,0
40665,1.98,0
40666,1.97,0
40666,153,0
40666,216.82,0
40666,39,0
40666,12.31,0
40667,9.99,0
40668,15,0
40669,14.99,0
40669,133.5,0
40669,1.98,0
40670,30.85,0
40671,39,0
40672,86.75,0
40672,78.34,0
40672,8,0
40673,594.15,0
40673,55.7,0
40673,102.9,0
40674,11.01,0
40674,0,0
40675,336,0
40676,66.33,0
40676,8.98,0
40676,1,0
40677,10.62,0
40677,50,0
40677,259.98,0
40677,26.44,0
40677,253.56,0
40678,17.37,0
40678,59.95,0
40678,196.31,0
40679,8.98,0
40679,30.24,0
40680,175.1,0
40680,188,0
40681,86,0
40682,25,0
40682,15,0
40682,3.05,0
40682,11.5,0
40682,1.79,0
40682,49.98,0
40682,125.29,0
40683,40.15,0
40683,10.7,0
40683,167.39,0
40684,19.95,0
40684,138,0
40685,22.9,0
40685,0.02,0
40685,25.54,0
40685,22.3,0
40686,49.99,0
40687,74.99,0
40687,24.75,0
40687,1.78,0
40687,4.8,0
40687,150.43,0
40687,545.65,0
40687,146.86,0
40688,832,0
40688,64.13,0
40689,3.57,0
40690,14,0
40690,39.98,0
40690,71.95,0
40691,50.9,0
40692,54.49,0
40692,12,0
40693,514.96,0
40694,96,0
40695,30,0
40695,20.9,0
40695,64.62,0
40698,28.02,0
40700,54.19,0
40700,298,0
40700,18.2,0
40702,35,0
40703,227.51,0
40703,66,0
40703,12,0
40703,158,0
40703,13.9,0
40705,57.9,0
40706,114.53,0
40706,28.3,0
40706,35.04,0
40706,1.98,0
40706,9.42,0
40707,301.3,0
40707,12,0
40707,0.76,0
40707,258,0
40708,71.47,0
40708,29.9,0
40708,30,0
40709,7.4,0
40709,1,0
40710,1,0
40710,35.35,0
40711,38.43,0
40711,0,0
40713,145,0
40713,179.23,0
40713,1.29,0
40714,138,0
40714,7.08,0
40714,87.82,0
40715,207.84,0
40715,10,0
40715,70,0
40715,1.98,0
40716,60.85,0
40716,142.93,0
40716,1,0
40716,24.21,0
40717,30.27,0
40717,51.42,0
40718,9.82,0
40719,20,0
40720,1018.56,0
40721,349.2,0
40721,79,0
40723,29.95,0
40723,1.61,0
40725,39,0
40725,25,0
40726,68,0
40726,1,0
40726,0.76,0
40726,25,0
40727,1,0
40728,11.9,0
40728,217.74,0
40729,2.67,0
40729,12.9,0
40730,150,0
40730,14.9,0
40730,0.76,0
40730,350,0
40731,45.55,0
40732,79.89,0
40733,79.5,0
40733,14.05,0
40733,62.39,0
40733,39.4,0
40733,237.31,0
40733,67.31,0
40734,15,0
40734,3,0
40735,30,0
40735,0.76,0
40736,4.48,0
40736,59.84,0
40736,60.8,0
40737,144.28,0
40738,10,0
40738,43.47,0
40738,15.99,0
40739,18.32,0
40739,6.61,0
40740,0.76,0
40741,74.43,0
40741,0.89,0
40742,120,0
40742,1,1
40742,98,0
40742,57,0
40743,23.27,0
40744,47.92,0
40744,26.35,0
40744,31.05,0
40745,10.43,0
40745,24.68,0
40746,32.03,0
40746,94,0
40747,44,0
40747,11.99,0
40747,131.1,0
40747,1.79,0
40747,74.9,0
40747,64.99,0
40748,339,0
40748,15.93,0
40748,356.46,0
40749,0.02,0
40749,2.97,0
40749,42.81,0
40749,146.81,0
40750,74.35,0
40750,4.99,0
40752,158,0
40752,21.27,0
40752,1,0
40752,130,0
40752,1,0
40753,12.28,0
40754,73.85,0
40754,62.02,0
40754,19.95,0
40754,6.99,0
40754,329.6,0
